# Directed Node Graph 
# Autonomous systems (graph is undirected, each edge is saved twice)
# Nodes: 6474    Edges: 26467
# SrcNId	DstNId
3914	701
3914	1239
3914	2828
3914	2914
3914	3561
3914	3856
3914	3914
3914	6358
3914	7018
3914	11101
3914	11638
3914	13328
3914	13549
3914	13607
3914	13659
3914	13786
3914	13943
6467	1
6467	701
6467	1239
6467	2828
6467	2914
6467	2941
6467	3356
6467	3554
6467	3561
6467	4200
6467	4989
6467	5009
6467	6113
6467	6321
6467	6660
6467	7018
6467	7253
6467	7283
6467	7333
6467	10445
6467	10475
6467	10700
6467	10959
6467	11303
6467	11444
6467	11542
6467	11672
6467	11851
6467	12036
32	1
32	2828
32	8973
32	11423
174	1
174	174
174	286
174	293
174	701
174	721
174	1239
174	1290
174	1294
174	1673
174	1755
174	1932
174	2493
174	2521
174	2554
174	2828
174	2914
174	3087
174	3403
174	3561
174	3703
174	3957
174	3976
174	4472
174	4547
174	5378
174	5418
174	5511
174	5704
174	6122
174	6199
174	6404
174	6453
174	6654
174	6660
174	6942
174	7018
174	7056
174	7884
174	8013
174	8218
174	8355
174	9156
174	9425
174	10254
174	10337
174	10339
174	10441
174	10499
174	10690
174	10722
174	10962
174	11313
174	11329
174	11376
174	11494
174	11511
174	11605
174	11608
174	11635
174	11823
174	11839
174	11853
174	11866
174	11868
174	11871
174	11982
174	12018
174	12128
174	12142
174	12178
174	12180
174	12238
174	12265
174	13395
174	13496
174	13523
174	13633
174	13695
174	13741
174	13837
174	13841
174	13883
174	13911
174	13921
174	13955
5646	1
5646	38
5646	103
5646	160
5646	293
5646	378
5646	693
5646	701
5646	797
5646	1239
5646	2381
5646	2828
5646	3365
5646	3581
5646	3669
5646	3789
5646	3845
5646	4277
5646	4319
5646	4358
5646	5646
5646	5700
5646	5773
5646	6136
5646	6200
5646	6214
5646	6287
5646	6316
5646	6325
5646	6349
5646	6365
5646	6368
5646	6392
5646	6402
5646	6496
5646	6576
5646	6660
5646	6716
5646	7018
5646	7189
5646	7263
5646	7326
5646	7395
5646	7610
5646	7660
5646	7752
5646	7820
5646	8011
5646	10601
5646	10608
5646	10692
5646	10730
5646	10768
5646	11024
5646	11044
5646	11054
5646	11135
5646	11401
5646	11443
5646	11526
5646	11543
5646	11689
5646	13709
226	1
226	31
226	127
226	226
226	293
226	1740
226	2828
226	3549
226	4554
226	4555
226	5655
226	5676
226	5726
226	6508
226	7397
226	10596
8938	1
8938	1755
8938	3300
8938	3330
8938	5385
8938	5427
8938	5459
8938	5549
8938	6735
8938	6848
8938	8319
8938	8333
8938	8413
8938	8638
8938	8843
8938	8938
8938	8992
8938	12306
8938	12407
8938	12457
8959	1
8959	5384
8959	8961
4565	1
4565	286
4565	293
4565	701
4565	1239
4565	2497
4565	2828
4565	2914
4565	3561
4565	3718
4565	4355
4565	4378
4565	4786
4565	5726
4565	6317
4565	6352
4565	6453
4565	6621
4565	6660
4565	7018
4565	7045
4565	7374
4565	7442
4565	7498
4565	7586
4565	7657
4565	7750
4565	7795
4565	8918
4565	10441
4565	10461
4565	10701
4565	10935
4565	11222
4565	11280
4565	11371
4565	11836
4565	11899
4565	12144
4565	12250
4565	12255
4565	13385
4565	13432
4565	13532
4565	13631
4565	13677
4565	13703
4565	13869
6993	1
6993	701
6993	1239
6993	2914
6993	3549
6993	3561
6993	3575
6993	4134
6993	4356
6993	6993
6993	7018
6993	7224
6993	7234
6993	10736
6993	10966
6993	11275
6993	11307
6993	11914
6993	12125
6993	12126
6993	12215
6993	12255
6993	13989
6993	14215
6774	1
6774	1755
6774	3292
6774	3333
6774	5378
6774	5432
6774	6453
6774	6771
6774	6774
6774	8332
6774	9208
2856	1
2856	701
2856	1239
2856	1849
2856	2548
2856	2856
2856	3561
2856	4513
2856	4983
2856	5378
2856	5400
2856	5413
2856	5459
2856	5631
2856	5713
2856	6656
2856	6870
2856	6871
2856	8068
2856	8250
2856	8435
2856	8613
2856	8635
2856	8681
2856	8689
2856	8718
2856	8743
2856	9057
2856	9090
3549	1
3549	226
3549	286
3549	293
3549	297
3549	701
3549	1220
3549	1239
3549	1325
3549	1784
3549	1932
3549	2497
3549	2534
3549	2828
3549	2914
3549	3463
3549	3512
3549	3549
3549	3561
3549	3900
3549	3931
3549	4039
3549	4269
3549	4319
3549	4492
3549	4599
3549	4957
3549	5033
3549	5097
3549	5430
3549	5650
3549	5651
3549	5727
3549	5738
3549	6066
3549	6123
3549	6220
3549	6221
3549	6245
3549	6259
3549	6316
3549	6453
3549	6484
3549	6576
3549	6745
3549	6762
3549	6950
3549	6954
3549	6993
3549	7010
3549	7018
3549	7055
3549	7151
3549	7321
3549	7351
3549	7765
3549	7795
3549	7837
3549	7936
3549	7976
3549	8001
3549	8100
3549	8117
3549	8192
3549	10240
3549	10242
3549	10263
3549	10265
3549	10325
3549	10381
3549	10390
3549	10439
3549	10487
3549	10557
3549	10663
3549	10673
3549	10732
3549	10759
3549	10860
3549	10901
3549	11022
3549	11023
3549	11042
3549	11124
3549	11206
3549	11333
3549	11378
3549	11418
3549	11443
3549	11458
3549	11499
3549	11565
3549	11608
3549	11638
3549	11656
3549	11669
3549	11674
3549	11680
3549	11711
3549	11767
3549	11783
3549	11803
3549	11881
3549	11899
3549	11913
3549	12012
3549	12077
3549	12084
3549	12092
3549	12108
3549	12114
3549	12117
3549	12119
3549	12144
3549	12158
3549	12220
3549	12235
3549	12236
3549	12241
3549	13345
3549	13361
3549	13405
3549	13423
3549	13468
3549	13525
3549	13543
3549	13549
3549	13623
3549	13724
3549	13734
3549	13771
3549	13890
3549	13912
3549	13955
3549	13956
3549	13957
3549	13985
3549	14001
3549	14095
3549	14167
3549	14184
1833	1
1833	701
1833	1239
1833	1299
1833	1833
1833	2914
1833	3209
1833	3303
1833	3561
1833	4200
1833	7018
1833	8210
1833	8532
1833	8837
1833	8979
1833	10586
1833	10813
1833	11875
1833	12144
1833	14011
8918	1
8918	513
8918	701
8918	1755
8918	2611
8918	3333
8918	4565
8918	5399
8918	5401
8918	5419
8918	5424
8918	5459
8918	5462
8918	5571
8918	6675
8918	6728
8918	6893
8918	8196
8918	8227
8918	8251
8918	8289
8918	8309
8918	8327
8918	8391
8918	8426
8918	8469
8918	8477
8918	8553
8918	8582
8918	8638
8918	8648
8918	8853
8918	8918
8918	8954
8918	8975
8918	8977
8918	9013
8918	9030
8918	9145
8918	9161
8918	9197
8918	12308
8918	12339
8918	12352
8918	12385
8918	12392
8918	12450
8918	12488
8918	12518
8918	12520
8918	12666
8918	12670
8918	12694
3967	1
3967	293
3967	701
3967	1239
3967	1852
3967	2497
3967	2529
3967	2568
3967	2828
3967	2914
3967	3561
3967	4198
3967	4257
3967	4259
3967	4596
3967	4766
3967	4996
3967	5088
3967	5670
3967	6354
3967	6416
3967	6468
3967	6508
3967	6565
3967	6644
3967	6660
3967	6905
3967	6942
3967	7014
3967	7018
3967	7019
3967	7104
3967	7128
3967	7203
3967	7280
3967	7750
3967	7829
3967	8001
3967	8082
3967	8709
3967	10325
3967	10440
3967	10633
3967	10703
3967	10784
3967	10805
3967	10811
3967	10848
3967	11133
3967	11216
3967	11251
3967	11669
3967	11695
3967	11697
3967	11803
3967	11864
3967	11886
3967	12008
3967	12076
3967	12125
3967	12137
3967	13341
3967	13362
3967	13721
3967	13748
3967	13910
3967	13912
3967	14245
3967	14246
3303	1
3303	1833
3303	3303
3303	5378
3303	5385
3303	5622
3303	6553
3303	6756
3303	6772
3303	8231
3303	8237
3303	8281
3303	8368
3303	8408
3303	8437
3303	8477
3303	8659
3303	8667
3303	8729
3303	8736
3303	8802
3303	8843
3303	8845
3303	9025
3303	9042
3303	9044
3303	9078
3303	9096
3303	9108
3303	9177
3303	12307
3303	12333
3303	12368
3303	12387
3303	12511
3303	12620
3303	12649
3303	12750
3303	12772
3303	12776
5413	1
5413	1103
5413	1140
5413	1273
5413	1290
5413	1299
5413	1740
5413	1755
5413	1759
5413	1849
5413	1890
5413	2110
5413	2603
5413	2611
5413	2828
5413	2856
5413	2863
5413	2914
5413	2917
5413	3246
5413	3286
5413	3292
5413	3333
5413	4000
5413	4908
5413	5377
5413	5378
5413	5381
5413	5390
5413	5409
5413	5459
5413	5496
5413	5503
5413	5519
5413	5551
5413	5571
5413	5594
5413	6765
5413	6785
5413	6805
5413	6939
5413	8198
5413	8209
5413	8210
5413	8220
5413	8251
5413	8259
5413	8289
5413	8608
5413	8914
5413	8954
5413	9027
8750	1
8750	701
8750	6705
8750	8627
8750	8750
3257	1
3257	293
3257	701
3257	1849
3257	2131
3257	2497
3257	2828
3257	2914
3257	3257
3257	3333
3257	3561
3257	5385
3257	5392
3257	5459
3257	5597
3257	6666
3257	7018
3257	8373
3257	8520
3257	8549
3257	8553
3257	8560
3257	8575
3257	8586
3257	8602
3257	8607
3257	8649
3257	8763
3257	8767
3257	8792
3257	8794
3257	8823
3257	8862
3257	8932
3257	8939
3257	8986
3257	9007
3257	9072
3257	9105
3257	9170
3257	12288
3257	12308
3257	12419
3257	12422
3257	12447
3257	12450
3257	12466
3257	12470
3257	12512
3257	12581
3257	12612
3257	12664
3257	12830
11341	1
11341	4589
11341	5607
11341	6453
11341	6659
11341	6727
11341	6763
11341	12554
11341	12606
14150	1
14150	701
11853	1
11853	174
11853	701
11853	1239
11853	3561
11853	11616
11853	11853
11853	12006
11853	13738
11853	13795
11853	13851
13942	1
13942	701
11854	1
11854	701
11854	1239
11854	7018
11854	11143
11854	11854
11854	12006
11854	12236
11854	13322
11573	1
11573	701
11839	1
11839	174
11839	701
11839	7018
3126	1
3126	701
3126	3126
10910	1
10910	701
10910	1239
10910	3561
10910	3700
10910	4355
10910	5049
10910	6948
10910	7018
10910	7169
10910	7455
10910	7736
10910	8001
10910	8012
10910	8647
10910	8785
10910	10457
10910	10584
10910	10813
10910	10910
10910	11153
10910	11246
10910	11362
10910	11442
10910	11695
10910	11867
10910	12000
10910	12006
10910	12157
10910	12213
10910	13323
10910	13482
10910	13537
10910	13566
10910	13622
10910	13739
10910	13748
10910	13821
10910	14074
10912	1
10912	701
10912	1239
10912	3561
10912	6116
10912	6592
10912	7018
10912	7796
10912	10501
10912	10912
10912	11568
10912	11628
10912	11901
10912	12006
10912	13451
10912	13511
10912	13631
10912	13830
10912	14094
10912	14160
10912	14215
13599	1
13599	701
13832	1
13832	701
13832	13832
12184	1
12184	701
11524	1
11524	3561
11524	13963
10913	1
10913	701
10913	1239
10913	3561
10913	10913
10913	11952
10913	12006
10913	13499
10913	13953
10913	14074
3495	1
3495	701
11527	1
11527	701
11527	1239
11527	11527
4544	1
4544	286
4544	293
4544	701
4544	1239
4544	1760
4544	2828
4544	2914
4544	3561
4544	6182
4544	7018
4544	7911
3491	1
3491	237
3491	286
3491	293
3491	600
3491	701
3491	1239
3491	1778
3491	2828
3491	2914
3491	3144
3491	3368
3491	3386
3491	3561
3491	3932
3491	4198
3491	4637
3491	5641
3491	6079
3491	6261
3491	6319
3491	6453
3491	6621
3491	6660
3491	6859
3491	7380
3491	7922
3491	7962
3491	7985
3491	8175
3491	10265
3491	11135
3491	11403
3491	11551
5737	1
5737	701
5737	1239
5737	2548
5737	8148
5737	10372
5737	10853
5737	10878
5737	11544
5737	11596
6227	1
6227	701
6227	11479
6227	13553
11104	1
11104	701
11104	1239
11104	2548
11104	11104
10827	1
10827	701
10827	1239
10827	2548
10827	10827
10827	13737
11221	1
11221	2548
11221	11221
11221	13398
4006	1
4006	209
4006	286
4006	293
4006	701
4006	1239
4006	2497
4006	2828
4006	2914
4006	3356
4006	3561
4006	6283
4006	7018
4006	10522
4006	10759
4006	10811
4006	13513
4006	14387
3932	1
3932	34
3932	293
3932	701
3932	2497
3932	2914
3932	3491
3932	3561
3932	3932
3932	6660
3932	7018
46	1
46	145
46	701
199	1
5691	1
6	1
6	3215
48	1
48	48
48	5058
48	7170
2637	1
2637	10490
7473	1
7473	2828
7473	2914
7473	3462
7473	3758
7473	4628
7473	4657
7473	4765
7473	4775
7473	4787
7473	5727
7473	6453
7473	6461
7473	7470
7473	7473
7473	9534
7473	10530
297	1
297	24
297	41
297	127
297	209
297	270
297	286
297	288
297	293
297	668
297	701
297	1239
297	1254
297	1263
297	1749
297	1800
297	1842
297	1843
297	2497
297	2828
297	2914
297	3549
297	3561
297	4511
297	7018
7260	1
7260	701
7260	3566
7260	3599
7260	5767
7260	7268
7260	7820
7260	10352
7260	10656
7260	10730
7260	11253
7260	11417
7260	11717
7260	13337
11499	1
11499	3549
11499	11499
10725	1
600	1
600	159
600	209
600	293
600	600
600	701
600	1239
600	2828
600	3112
600	3491
600	3561
600	6095
600	8049
600	11685
600	14066
10437	1
10437	701
10437	10437
10437	10490
11039	1
11039	145
11039	293
11039	6350
11039	11039
3450	1
3450	50
3450	209
3450	701
3450	1239
3450	3450
3450	10490
3479	1
3479	701
3479	3479
3479	10490
6922	1
6922	18
6922	209
6922	1239
6922	1761
6922	1970
6922	3354
6922	3794
6922	6922
6922	7018
6922	7290
6922	7291
6922	10550
6922	10812
6922	11912
5723	1
5723	77
5723	145
3527	1
3527	145
63	1
3749	1
3749	1239
3749	3749
3749	7212
11674	1
11674	3549
89	1
89	89
89	721
89	7170
7037	1
7037	3561
7037	3594
7037	4540
7037	5696
7037	7037
7037	7283
7037	8006
7037	10257
7037	10489
7037	11123
7037	11667
7037	11762
7037	11841
7037	11990
7037	12027
7037	13525
4648	1
4648	681
4648	701
4648	1239
4648	4648
4648	4770
4648	7657
4648	9325
4648	9343
4648	9345
4648	9443
4648	9469
4648	9503
3404	1
3404	1239
3404	3561
3404	6653
3404	10305
3404	11129
3404	11301
3404	11500
3404	12017
3404	13345
3404	13700
70	1
4911	1
4911	701
4911	2548
4911	4203
4911	10959
11784	1
11784	701
6597	1
6597	701
6597	1239
6597	2548
6597	6597
6597	10949
7430	1
7430	701
12013	1
12013	6198
8070	1
8070	701
8070	1239
8070	2914
8070	3561
8070	5761
8070	6453
8070	7018
8070	8070
8070	8071
1236	1
1236	1236
1236	1740
11417	1
11417	7260
11417	11417
3292	1
3292	286
3292	1239
3292	2109
3292	3272
3292	3292
3292	3333
3292	3561
3292	5413
3292	5459
3292	5556
3292	5624
3292	6730
3292	6774
3292	6834
3292	8650
3292	8881
3292	8989
3292	9167
3292	12461
3292	12483
3292	12546
3292	12633
3292	12834
6995	1
6995	209
6995	3951
6995	6995
6995	11696
2551	1
2551	286
2551	293
2551	701
2551	1239
2551	1800
2551	2497
2551	2828
2551	2914
2551	3561
2551	5571
2551	6199
2551	6588
2551	6660
2551	6996
2551	7018
2551	10405
2551	10669
2551	10750
2551	10775
2551	10864
2551	10873
2551	11066
2551	11196
2551	11263
2551	11364
2551	11374
2551	11682
2551	11879
2551	12227
2551	12268
2551	13378
2551	13503
2551	13596
2551	13736
2551	13817
3209	1
3209	1267
3209	1270
3209	1275
3209	1833
3209	3211
3209	6900
3209	8297
3209	12420
668	1
668	13
668	286
668	293
668	297
668	1239
668	1800
668	2914
668	3561
668	3856
668	7018
668	7170
10487	1
10487	701
10487	1239
10487	2914
10487	3356
10487	3549
10487	10439
10487	10487
10487	11777
5693	1
5693	701
5693	2828
5693	10666
5693	10746
5693	10766
144	1
144	144
144	7018
10506	1
10506	701
10506	1740
10506	6419
6261	1
6261	293
6261	701
6261	2828
6261	2914
6261	3491
6261	8191
12079	1
12079	701
7355	1
7355	701
7355	7355
12228	1
12228	701
7386	1
763	1
12007	1
12007	7132
12007	12007
625	1
625	721
11855	1
11855	701
11855	1239
11855	3561
11855	11855
11855	13653
11855	14297
12207	1
12207	209
1746	1
1746	286
1746	293
1746	701
1746	1239
1746	1746
1746	2274
1746	2497
1746	2532
1746	2828
1746	2914
1746	3561
1746	7018
4010	1
4010	2548
4010	4010
4010	5650
1830	1
1830	701
1830	1830
1830	6553
12025	1
12025	701
11145	1
11145	3951
11148	1
11148	3951
7021	1
7021	3951
7021	6372
7021	10448
7021	12065
7193	1
7193	3783
7193	3951
8114	1
8114	3951
11147	1
11147	209
11147	3951
11147	11147
11146	1
11146	3951
11146	13387
8017	1
8017	3951
7192	1
7192	1201
7192	3951
10719	1
10719	3951
10719	7925
8113	1
8113	3951
8112	1
8112	3951
6350	1
6350	209
6350	268
6350	3951
6350	6350
6350	11039
6350	11149
6350	11279
8016	1
8016	3951
8016	11649
13498	1
13498	11179
3614	1
3614	209
3614	701
3614	1239
3614	3561
3614	7018
7862	1
7862	701
1311	1
109	1
109	109
109	701
109	702
109	1221
109	1239
109	2497
109	2548
109	7018
4355	1
4355	701
4355	1239
4355	2548
4355	2914
4355	4183
4355	4355
4355	4565
4355	6983
4355	10910
13374	1
13374	2933
5000	1
5000	701
5000	1740
5000	2497
5000	2828
5000	2914
5000	3356
5000	3561
5000	4000
5000	4969
5000	5000
5000	6461
5000	6660
5000	7018
5000	7270
5000	10909
5000	11019
11552	1
11552	701
11086	1
1668	1
1668	209
1668	701
1668	1239
1668	1666
1668	1673
1668	1682
1668	2056
1668	2828
1668	7018
1668	10593
1668	10681
1668	65051
8132	1
8132	8079
8132	8132
10273	1
10273	6198
11302	1
11302	3561
11302	11302
2041	1
2041	286
2041	293
2041	701
2041	1239
2041	2497
2041	2828
2041	2914
2041	3110
2041	3561
2041	3789
2041	3856
2041	6086
2041	6337
2041	6368
2041	6405
2041	6453
2041	6472
2041	6540
2041	6660
2041	7018
2041	7019
2041	7044
2041	7208
2041	7219
2041	7436
2041	7742
2041	7770
2041	8149
2041	10263
2041	10265
2041	10289
2041	10323
2041	10435
2041	10475
2041	10589
2041	10754
2041	11209
2041	11591
2041	11600
2041	11668
2041	13580
2041	13826
2041	14042
11188	1
11188	1740
8048	1
8048	701
8048	1239
8048	7927
8048	8048
8048	11694
6716	1
6716	293
6716	701
6716	2828
6716	2914
6716	3328
6716	5646
6716	6716
6716	7018
6716	8001
2024	1
2024	1740
2714	1
6221	1
6221	3549
6221	3561
6221	6948
6221	10256
10615	1
10615	701
7754	1
7754	209
7754	701
7754	2548
7754	10911
11027	1
11027	701
7152	1
7152	701
7055	1
7055	3549
7055	5641
7055	7055
7055	11100
2511	1
2511	173
2511	2500
4583	1
4583	701
3134	1
10794	1
10794	701
10794	1239
10794	7018
10794	10911
6113	1
6113	286
6113	293
6113	701
6113	1239
6113	1740
6113	2828
6113	2914
6113	3561
6113	4958
6113	5696
6113	6335
6113	6467
6113	6630
6113	6939
6113	7825
6113	8154
7374	1
7374	293
7374	2497
7374	2914
7374	4565
7374	7018
7047	1
7047	701
7047	7047
4436	1
4436	286
4436	293
4436	701
4436	2497
4436	2828
4436	2914
4436	3561
4436	4307
4436	7961
4436	10541
4436	10683
4436	11965
6652	1
6652	701
6652	1239
6652	6660
7006	1
7006	3384
7006	7006
7418	1
7418	7004
5684	1
5684	701
12037	1
7800	1
7800	5006
13373	1
13373	7018
6553	1
6553	701
6553	1239
6553	1257
6553	1273
6553	1740
6553	1830
6553	1849
6553	2497
6553	3215
6553	3303
6553	3561
6553	5378
6553	6362
6553	6503
6553	6949
6553	10348
6966	1
6966	701
4527	1
4527	2497
4527	2828
4527	2914
4527	4527
4527	6347
3147	1
3147	3561
3147	7018
4454	1
4454	4454
4454	6382
4454	6383
4454	6387
4454	7892
90	1
90	701
10406	1
10406	5650
10406	10406
3578	1
3578	701
3578	3578
3578	5651
157	1
157	157
157	701
157	1239
8015	1
8015	701
8015	1239
8015	7753
8015	10765
8015	13502
8015	13898
3720	1
3720	293
3720	2828
3720	2914
3720	3356
3720	3720
3720	6461
3720	6489
3720	6936
10750	1
10750	2551
2110	1
2110	286
2110	2110
2110	3615
2110	5378
2110	5413
2110	5459
2110	6826
2110	9022
2110	12388
2110	12415
4278	1
4278	701
4278	1239
4278	4278
4278	6243
3900	1
3900	701
3900	1239
3900	3549
3900	3900
3900	7018
3900	8043
13857	1
13857	2914
8090	1
8090	701
6245	1
6245	701
6245	1239
6245	2828
6245	3549
6536	1
11680	1
11680	3549
11680	6197
11680	11680
10946	1
10946	209
13400	1
13400	11817
13850	1
13850	701
12134	1
12134	1740
10355	1
10355	2548
10355	10355
11435	1
11435	701
201	1
201	4736
201	7474
11928	1
11928	701
6633	1
6633	701
6633	1239
6633	7182
13716	1
13716	701
10257	1
10257	7037
10257	10257
7203	1
7203	701
7203	3967
7203	7203
11721	1
6989	1
6989	1239
6847	1
6847	702
6847	3300
6847	5378
6847	5459
6847	6067
6847	8421
6847	8686
6847	8871
6847	8977
6847	9169
6847	12378
6847	12473
6847	12661
5462	1
5462	293
5462	701
5462	1849
5462	2497
5462	2828
5462	2914
5462	3333
5462	5378
5462	5459
5462	5462
5462	5552
5462	6717
5462	8918
5462	9105
5462	12513
6320	1
6320	2914
6320	3344
6320	6320
6320	6461
6320	8001
202	1
202	2497
202	2516
8955	1
8955	4913
8955	8359
8955	9039
8955	12500
8563	1
8563	701
8563	6694
8563	6858
8563	8563
8563	8634
8563	8829
8563	9148
5390	1
5390	701
5390	702
5390	1849
5390	2914
5390	3333
5390	5390
5390	5413
5390	5459
5390	5511
5390	8215
4000	1
4000	286
4000	293
4000	702
4000	1239
4000	2497
4000	2828
4000	2854
4000	2874
4000	2914
4000	3215
4000	3320
4000	4000
4000	4003
4000	4689
4000	4805
4000	5000
4000	5378
4000	5413
4000	5459
4000	5465
4000	5509
4000	5511
4000	5583
4000	6187
4000	6505
4000	6718
4000	6719
4000	6743
4000	6779
4000	6826
4000	6852
4000	6873
4000	6897
4000	7618
4000	7927
4000	7980
4000	7984
4000	7993
4000	7994
4000	8269
4000	8280
4000	8284
4000	8335
4000	8338
4000	8406
4000	8584
4000	8593
4000	9304
4000	9478
6139	1
6139	701
7020	1
7020	5713
7020	7020
8137	1
8137	701
8137	1239
8137	2914
8137	3356
8137	3561
8137	5673
8002	1
8002	6453
8002	6948
13646	1
13646	1755
8009	1
8009	701
7140	1
7140	3356
7140	7140
6070	1
6070	1239
6070	3384
6070	6070
3737	1
3737	1239
3737	3564
3737	3737
3737	4231
3737	6347
3737	7018
3737	7223
3737	11133
3737	11590
3737	11753
11513	1
11513	701
11710	1
11710	1239
11710	11710
11663	1
11663	1225
11663	11663
11347	1
11347	2548
12073	1
7157	1
7157	701
7157	4200
7157	7157
7157	8065
10558	1
10558	6347
6607	1
6607	209
6607	6607
5662	1
5662	701
5662	1239
5662	7018
6352	1
6352	701
6352	1239
6352	4565
6352	5650
6352	6352
13845	1
12003	1
12003	2914
10809	1
10809	701
10809	7018
11207	1
11207	4543
13461	1
13461	701
13461	13461
8146	1
8146	701
6650	1
6650	209
6650	701
6469	1
6469	701
6469	3561
6469	5673
6469	10911
8120	1
8120	701
8120	1239
8120	8120
8120	14440
8161	1
8161	1239
8161	3561
8161	8161
13865	1
8076	1
8076	3561
3796	1
3796	6347
3796	8043
6300	1
6300	701
6300	6300
10317	1
10317	701
10317	1326
10317	3561
10317	7018
12273	1
12273	1239
13649	1
13649	3356
13384	1
13384	1239
13384	13384
10581	1
7392	1
7392	1239
11324	1
11324	701
6432	1
6432	701
6432	2548
12012	1
12012	3549
12012	7018
12012	12012
11572	1
13506	1
13506	209
6433	1
6433	701
6433	7018
5760	1
5760	701
5760	3561
6150	1
7284	1
7284	701
7284	1239
7284	5650
7284	7018
13361	1
13361	3549
11860	1
11860	209
11860	3384
4257	1
4257	701
4257	1327
4257	3967
4257	4257
8084	1
8084	7018
8084	8084
6425	1
6425	2828
10536	1
10536	701
10536	2548
11817	1
11817	1785
11817	13400
6316	1
6316	701
6316	2548
6316	3549
6316	5646
6316	6316
6932	1
6932	701
6932	1239
6073	1
6073	1239
6073	6073
6566	1
6566	701
7346	1
7346	701
5779	1
5779	701
5779	1239
5779	2548
5779	3356
5779	3561
5779	7018
10934	1
10934	701
10361	1
10361	701
10361	3561
7128	1
7128	3967
7128	6172
13623	1
13623	3549
13623	13623
8118	1
8118	701
10928	1
10928	701
10928	1239
10928	6347
10928	10928
10700	1
10700	6467
7269	1
7269	701
6541	1
6541	701
10302	1
10302	1239
10266	1
10266	701
7062	1
7062	6172
7062	7062
7062	12240
5736	1
5736	3561
7384	1
7384	701
10663	1
10663	701
10663	3549
14098	1
14098	1239
14098	14098
7823	1
7823	1239
7823	7823
5790	1
5790	3561
3703	1
3703	174
3703	701
3703	3356
3703	3561
3703	7018
11841	1
11841	7037
7323	1
7161	1
7161	701
7161	2548
13806	1
13806	1740
6379	1
6379	3561
6379	6379
11661	1
11661	701
7219	1
7219	2041
8091	1
8091	5651
8091	8091
13755	1
13755	2548
11285	1
11285	2828
11285	6461
11285	10911
11765	1
11765	701
12216	1
12216	209
12216	11336
7426	1
7426	2548
14473	1
14473	209
10559	1
10559	701
10559	3561
4574	1
4574	701
4574	3561
4574	4574
12236	1
12236	3549
12236	3561
12236	11854
10657	1
10657	701
7318	1
7318	701
7410	1
7410	701
7410	5650
7923	1
7923	701
10616	1
10616	701
12114	1
12114	701
12114	1239
12114	3549
12114	5696
11329	1
11329	174
11329	701
11329	1239
11329	2548
11329	3561
11329	7018
10377	1
10377	5006
4247	1
11291	1
11443	1
11443	701
11443	3549
11443	5646
4963	1
10839	1
10839	701
12206	1
12206	3356
12209	1
12209	209
11485	1
11485	209
12211	1
12211	209
4957	1
4957	3549
4957	4957
4957	6067
14184	1
14184	3549
9320	1
9320	4766
9156	1
9156	174
9156	3356
13790	1
13790	1239
13790	2914
13790	3561
13790	13790
12178	1
12178	174
12178	701
12178	1239
12178	3561
12178	12178
13789	1
13789	209
13789	701
13789	1239
13789	3561
13789	13789
11901	1
11901	10912
11869	1
11869	10440
11869	11869
7182	1
7182	701
7182	1239
7182	2548
7182	3356
7182	3561
7182	6633
7182	7182
7182	10334
11729	1
11729	701
8097	1
8097	701
12214	1
12208	1
13358	1
13358	2914
13920	1
2	5696
2	11458
11458	2
11458	3549
11458	3561
11458	7018
145	3
145	9
145	12
145	14
145	18
145	20
145	26
145	29
145	46
145	88
145	101
145	103
145	104
145	111
145	194
145	195
145	210
145	217
145	225
145	293
145	693
145	721
145	1103
145	1206
145	1224
145	1249
145	1706
145	1742
145	2552
145	2572
145	2698
145	3128
145	3388
145	3527
145	3561
145	3676
145	3685
145	3756
145	3999
145	4130
145	4557
145	5050
145	5640
145	5723
145	5739
145	6192
145	7050
145	7081
145	7377
145	10466
145	10490
145	10579
145	10755
145	10886
145	11039
145	11078
145	11422
145	11745
145	11872
145	12118
145	13326
4	11422
11422	4
11422	31
11422	47
11422	52
11422	127
11422	131
11422	145
11422	293
11422	299
11422	3561
11422	6106
11422	7377
11422	11537
3215	6
3215	1717
3215	3215
3215	4000
3215	5410
3215	5511
3215	6553
3215	6675
3215	6758
3215	8072
3215	8255
3215	8312
3215	8362
3215	8399
3215	8494
3215	8677
3215	8723
3215	8799
3215	8839
3215	8874
3215	8891
3215	8948
3215	9098
3215	9210
3215	12303
3215	12366
3215	12395
3215	12412
3215	12523
3215	12600
3215	12601
3215	12642
3215	12733
3215	12826
3215	12864
7	786
786	7
786	1849
786	5378
786	5459
786	6453
786	8933
8	114
8	4557
114	8
114	278
114	293
114	302
114	2914
114	3561
114	4557
114	5707
114	7276
114	7362
114	8022
114	11773
4557	8
4557	114
4557	145
4557	302
4557	3794
4557	7276
4557	11537
4557	13348
9	9
9	145
9	5050
5050	9
5050	145
5050	204
5050	701
5050	1206
5050	1239
5050	1740
5050	3999
5050	4130
5050	5050
5050	7018
5050	7272
5050	11537
12	145
12	1785
12	11537
11537	12
11537	14
11537	17
11537	20
11537	34
11537	81
11537	101
11537	160
11537	237
11537	293
11537	513
11537	1103
11537	1201
11537	1312
11537	1706
11537	1832
11537	2900
11537	2902
11537	3112
11537	3681
11537	3685
11537	3756
11537	4557
11537	4600
11537	5050
11537	5078
11537	5640
11537	6360
11537	7050
11537	7212
